branch,product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,branch_qty_benchmark_median,branch_ppu_benchmark_median,branch_popularity_index,branch_margin_index,branch_quadrant,branch_recommended_action,branch_profit_contribution_pct
Stories Ain El Mreisseh,MAK BAR PRO VANILLE,FOOD,GRAB&GO FOOD,TAKE AWAY,11.0,3105.1,921.1,2184.0,2,198.55,70.34,277.4,164.99,0.04,1.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ICED TOFFEE NUT LATTE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,9.0,2867.87,700.7,2167.17,1,240.8,75.57,277.4,164.99,0.03,1.46,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT CREAM FRAP MEDIUM,BEVERAGES,SMALL,TABLE,9.0,2640.0,607.06,2032.94,1,225.88,77.01,277.4,164.99,0.03,1.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,STEAMED MILK LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,13.0,2583.79,565.08,2018.71,2,155.29,78.13,277.4,164.99,0.05,0.94,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED SALTED CARAMEL LATTE SMALL,BEVERAGES,MEDIUM,TABLE,10.0,2318.01,396.55,1921.46,1,192.15,82.89,277.4,164.99,0.04,1.16,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,PISTACHIO YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,18.0,11316.67,9396.5,1920.17,2,106.68,16.97,277.4,164.99,0.06,0.65,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,SPRINKLES,FOOD,MEDIUM,TABLE,30.0,1966.97,112.77,1854.2,1,61.81,94.27,277.4,164.99,0.11,0.37,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,REPLACE SUGAR FREE SOYA LARGE,BEVERAGES,SMALL,TABLE,15.0,2500.0,704.81,1795.19,1,119.68,71.81,277.4,164.99,0.05,0.73,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,PISTACHIO YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,12.0,4716.67,2938.3,1778.37,2,148.2,37.7,277.4,164.99,0.04,0.9,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,REPLACE COCONUT LARGE,BEVERAGES,SMALL,TABLE,52.0,4737.48,3003.23,1734.25,1,33.35,36.61,277.4,164.99,0.19,0.2,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,CHICKEN STROGANOFF,FOOD,PLAT DE JOUR,TAKE AWAY,9.0,5675.67,3967.49,1708.18,2,189.8,30.1,277.4,164.99,0.03,1.15,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,SALTED CARAMEL FRAPPE SMALL,BEVERAGES,SMALL,TABLE,9.0,2340.48,643.37,1697.11,1,188.57,72.51,277.4,164.99,0.03,1.14,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,WAFER ROLL,FOOD,MEDIUM,TABLE,28.0,1860.06,198.97,1661.09,1,59.32,89.3,277.4,164.99,0.1,0.36,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,WHITE MOCHA CREAM FRAPP LARGE,BEVERAGES,SMALL,TABLE,7.0,2070.57,416.09,1654.48,1,236.35,79.9,277.4,164.99,0.03,1.43,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,NO WHIPPED CREAM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,184.0,0.0,-1630.33,1630.33,1,8.86,,277.4,164.99,0.66,0.05,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,GINGERBREAD COOKIES,FOOD,COOKIES,TAKE AWAY,8.0,2402.4,794.76,1607.64,2,200.96,66.92,277.4,164.99,0.03,1.22,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT FRAP SMALL,BEVERAGES,SMALL,TABLE,8.0,2020.72,476.59,1544.13,1,193.02,76.41,277.4,164.99,0.03,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,SPAGHETTI BOLOGNESE,FOOD,PLAT DE JOUR,TAKE AWAY,4.0,2522.52,1005.33,1517.19,1,379.3,60.15,277.4,164.99,0.01,2.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ICED TOFFEE NUT LATTE SMALL,BEVERAGES,MEDIUM,TABLE,8.0,1856.45,362.21,1494.24,1,186.78,80.49,277.4,164.99,0.03,1.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD RASPBERRY SAUCE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,84.0,2800.0,1324.07,1475.93,2,17.57,52.71,277.4,164.99,0.3,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,LASAGNA,FOOD,PLAT DE JOUR,TAKE AWAY,8.0,5045.05,3580.0,1465.05,1,183.13,29.04,277.4,164.99,0.03,1.11,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD BANANA SAUCE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,91.0,3000.31,1592.2,1408.11,2,15.47,46.93,277.4,164.99,0.33,0.09,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,POTATO SOUFFLE,FOOD,PLAT DE JOUR,TAKE AWAY,5.0,3153.15,1756.01,1397.14,2,279.43,44.31,277.4,164.99,0.02,1.69,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT CREAM FRAP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,7.0,1740.96,351.7,1389.26,1,198.47,79.8,277.4,164.99,0.03,1.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,REPLACE SUGAR FREE ALMOND LARGE,BEVERAGES,SMALL,TABLE,12.0,2000.0,665.88,1334.12,1,111.18,66.71,277.4,164.99,0.04,0.67,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,BEVERAGES,MEDIUM,TABLE,7.0,1813.82,493.51,1320.31,1,188.62,72.79,277.4,164.99,0.03,1.14,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,MAK BAR CHOCOLATE CRUNCH,FOOD,GRAB&GO FOOD,TAKE AWAY,7.0,1639.64,480.95,1158.69,1,165.53,70.67,277.4,164.99,0.03,1.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,LOTUS YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,4.5,2067.57,925.14,1142.43,1,253.87,55.25,277.4,164.99,0.02,1.54,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,POMEGRANATE YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,3.5,1633.33,507.05,1126.28,1,321.79,68.96,277.4,164.99,0.01,1.95,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT FRAP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,5.0,1501.5,411.05,1090.45,1,218.09,72.62,277.4,164.99,0.02,1.32,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,BLUEBERRY YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,3.5,1567.11,481.11,1086.0,2,310.29,69.3,277.4,164.99,0.01,1.88,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,STRAWBERRY SHAKE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,6.0,1981.98,907.17,1074.81,1,179.13,54.23,277.4,164.99,0.02,1.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,CHICKEN VERDE SALAD,FOOD,GRAB&GO FOOD,TAKE AWAY,4.0,1849.86,811.62,1038.24,2,259.56,56.13,277.4,164.99,0.01,1.57,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,SHISH BARAK,FOOD,PLAT DE JOUR,TAKE AWAY,9.0,5675.68,4661.16,1014.52,1,112.72,17.87,277.4,164.99,0.03,0.68,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED DOUBLE SHOT TOFFEE NUT LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,5.0,1440.54,452.9,987.64,1,197.53,68.56,277.4,164.99,0.02,1.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,MACARONS,FOOD,FRENCH PASTRY,TAKE AWAY,8.0,2133.34,1173.05,960.29,1,120.04,45.01,277.4,164.99,0.03,0.73,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED CLASSIC CHOC LARGE,BEVERAGES,MEDIUM,TABLE,4.0,1200.0,244.09,955.91,1,238.98,79.66,277.4,164.99,0.01,1.45,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT CREAM FRAP LARGE,BEVERAGES,SMALL,TABLE,4.0,1234.23,298.96,935.27,1,233.82,75.78,277.4,164.99,0.01,1.42,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,SALTED CARAMEL CREAM FRAPPE SMALL,BEVERAGES,SMALL,TABLE,5.0,1247.38,313.12,934.26,1,186.85,74.9,277.4,164.99,0.02,1.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,FREEKEH WITH CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,3.0,1891.89,989.87,902.02,2,300.67,47.68,277.4,164.99,0.01,1.82,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,PASTA PESTO SALAD,FOOD,GRAB&GO FOOD,TAKE AWAY,3.0,1441.45,549.97,891.48,1,297.16,61.85,277.4,164.99,0.01,1.8,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,SALTED CARAMEL FRAPPE LARGE,BEVERAGES,SMALL,TABLE,4.0,1267.26,430.85,836.41,1,209.1,66.0,277.4,164.99,0.01,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD MEDITERRANEAN CARAMEL TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,33.0,1387.38,581.75,805.63,2,24.41,58.07,277.4,164.99,0.12,0.15,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,LOTUS SPREAD YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,3.0,990.99,208.61,782.38,1,260.79,78.95,277.4,164.99,0.01,1.58,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,OREO CREAM YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,4.0,1083.33,304.41,778.92,2,194.73,71.9,277.4,164.99,0.01,1.18,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ROASTED CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,11.0,6936.94,6171.51,765.43,1,69.58,11.03,277.4,164.99,0.04,0.42,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,TOFFEENUT CREAM FRAP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3.0,966.97,224.22,742.75,1,247.58,76.81,277.4,164.99,0.01,1.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,POMEGRANATE YOGHURT MEDIUM,FOOD,MEDIUM,TABLE,3.0,994.0,268.51,725.49,1,241.83,72.99,277.4,164.99,0.01,1.47,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT FRAP LARGE,BEVERAGES,SMALL,TABLE,3.0,966.96,246.63,720.33,1,240.11,74.49,277.4,164.99,0.01,1.46,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD ENGLISH BREAKFAST TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,35.0,1279.88,617.01,662.87,2,18.94,51.79,277.4,164.99,0.13,0.11,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED LEMON TEA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3.0,747.15,86.81,660.34,1,220.11,88.38,277.4,164.99,0.01,1.33,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD MOCHA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,55.0,1744.14,1088.13,656.01,2,11.93,37.61,277.4,164.99,0.2,0.07,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,PISTACHIO YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,5.0,2183.79,1626.13,557.66,2,111.53,25.54,277.4,164.99,0.02,0.68,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,OATS,FOOD,FROZEN YOGHURT,TAKE AWAY,9.0,573.57,20.67,552.9,2,61.43,96.4,277.4,164.99,0.03,0.37,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD TOFFEE NUT MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,34.0,1087.08,542.71,544.37,2,16.01,50.08,277.4,164.99,0.12,0.1,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ORIENTAL RICE,FOOD,PLAT DE JOUR,TAKE AWAY,4.0,2522.53,1978.67,543.86,1,135.97,21.56,277.4,164.99,0.01,0.82,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,B.B.Q CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,3.0,1891.89,1360.0,531.89,2,177.3,28.11,277.4,164.99,0.01,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,SIGNATURE ICED CHOCOLATE MEDIUM,BEVERAGES,SMALL,TABLE,3.0,792.8,261.95,530.85,1,176.95,66.96,277.4,164.99,0.01,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD GREEN TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,18.0,827.93,317.32,510.61,2,28.37,61.67,277.4,164.99,0.06,0.17,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,OREO CREAM YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,1.5,750.0,243.03,506.97,2,337.98,67.6,277.4,164.99,0.01,2.05,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ICED RASPBERRY TEA MEDIUM,BEVERAGES,MEDIUM,TABLE,2.0,533.33,54.69,478.64,1,239.32,89.75,277.4,164.99,0.01,1.45,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD TOFFEE NUT SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,23.0,713.81,275.35,438.46,2,19.06,61.43,277.4,164.99,0.08,0.12,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,MEXICAN FEISTA SALAD,FOOD,GRAB&GO FOOD,TAKE AWAY,2.0,960.96,530.62,430.34,2,215.17,44.78,277.4,164.99,0.01,1.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,TOFFEENUT CREAM FRAP SMALL,BEVERAGES,SMALL,TABLE,2.0,520.0,100.48,419.52,1,209.76,80.68,277.4,164.99,0.01,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,QUELLA PISTACCIO,FOOD,MEDIUM,TABLE,15.0,1502.1,1102.73,399.37,1,26.62,26.59,277.4,164.99,0.05,0.16,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,NO WHIPPED CREAM,BEVERAGES,SMALL,TABLE,44.0,0.0,-389.86,389.86,1,8.86,,277.4,164.99,0.16,0.05,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,MEDIUM,TABLE,2.0,480.0,94.47,385.53,1,192.76,80.32,277.4,164.99,0.01,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,KIBBEB B LABAN,FOOD,PLAT DE JOUR,TAKE AWAY,2.0,1261.26,936.67,324.59,1,162.29,25.74,277.4,164.99,0.01,0.98,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,POMEGRANATE YOGHURT X-LARGE,FOOD,MEDIUM,TABLE,1.0,466.67,144.87,321.8,1,321.8,68.96,277.4,164.99,0.0,1.95,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD MATCHA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,19.0,1027.03,707.41,319.62,2,16.82,31.12,277.4,164.99,0.07,0.1,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED SALTED CARAMEL LATTE LARGE,BEVERAGES,MEDIUM,TABLE,1.0,333.33,73.63,259.7,1,259.7,77.91,277.4,164.99,0.0,1.57,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD BANANA SAUCE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,8.0,533.34,279.95,253.39,2,31.67,47.51,277.4,164.99,0.03,0.19,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,QUELLA PISTACCIO,FOOD,FROZEN YOGHURT,TAKE AWAY,9.0,912.61,661.64,250.97,1,27.89,27.5,277.4,164.99,0.03,0.17,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,12.0,460.97,211.55,249.42,2,20.79,54.11,277.4,164.99,0.04,0.13,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED RASPBERRY TEA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1.0,266.67,27.35,239.32,1,239.32,89.74,277.4,164.99,0.0,1.45,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ICED LEMON TEA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1.0,270.27,36.04,234.23,1,234.23,86.67,277.4,164.99,0.0,1.42,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,VANILLA FRAPP LARGE,BEVERAGES,SMALL,TABLE,1.0,300.0,68.28,231.72,1,231.72,77.24,277.4,164.99,0.0,1.4,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD RASPBERRY SAUCE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,6.0,400.01,189.16,210.85,2,35.14,52.71,277.4,164.99,0.02,0.21,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED DOUBLE SHOT TOFFEE NUT LARGE,BEVERAGES,MEDIUM,TABLE,1.0,300.0,90.58,209.42,1,209.42,69.81,277.4,164.99,0.0,1.27,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD EARL GREY LAVENDER BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,9.0,352.25,158.66,193.59,2,21.51,54.96,277.4,164.99,0.03,0.13,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED RASPBERRY TEA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2.0,233.34,40.53,192.81,1,96.41,82.63,277.4,164.99,0.01,0.58,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ICED DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1.0,240.0,47.23,192.77,1,192.77,80.32,277.4,164.99,0.0,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ICED LEMON TEA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1.0,210.21,20.26,189.95,1,189.95,90.36,277.4,164.99,0.0,1.15,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,STRAWBERRY SHAKE,BEVERAGES,SMALL,TABLE,1.0,330.33,151.19,179.14,1,179.14,54.23,277.4,164.99,0.0,1.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0
Stories Ain El Mreisseh,ADD SOUTHERN MINT HERBAL TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,8.0,301.51,144.06,157.45,2,19.68,52.22,277.4,164.99,0.03,0.12,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD LEMONGRASS&ORANGE TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6.0,252.25,105.77,146.48,1,24.41,58.07,277.4,164.99,0.02,0.15,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,CRUMBLE LEMON,FOOD,FROZEN YOGHURT,TAKE AWAY,2.0,202.1,69.14,132.96,1,66.48,65.79,277.4,164.99,0.01,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD SWEET GINGER PEACH BLACK TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6.0,234.83,105.77,129.06,2,21.51,54.96,277.4,164.99,0.02,0.13,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD BOMBAY CHAI TEA BAG,BEVERAGES,HOT BAR SECTION,TAKE AWAY,6.0,226.13,130.18,95.95,2,15.99,42.43,277.4,164.99,0.02,0.1,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD MATCHA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4.0,240.24,186.16,54.08,2,13.52,22.51,277.4,164.99,0.01,0.08,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,ADD MATCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2.0,90.09,55.85,34.24,1,17.12,38.01,277.4,164.99,0.01,0.1,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,REPLACE SKIMMED MILK LARGE,BEVERAGES,SMALL,TABLE,180.0,0.0,0.0,0.0,1,0.0,,277.4,164.99,0.65,0.0,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0
Stories Ain El Mreisseh,REPLACE SKIMMED MILK MEDIUM,BEVERAGES,SMALL,TABLE,1183.0,0.0,0.0,0.0,1,0.0,,277.4,164.99,4.26,0.0,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0
Stories Ain El Mreisseh,REPLACE SKIMMED MILK SMALL,BEVERAGES,SMALL,TABLE,814.0,0.0,0.0,0.0,1,0.0,,277.4,164.99,2.93,0.0,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0
Stories Ain El Mreisseh,VANILLA MUFFIN,FOOD,COFFEE PASTRY,TAKE AWAY,0.0,0.0,0.0,0.0,2,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,REPLACE SKIMMED MILK LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1032.0,0.0,0.0,0.0,1,0.0,,277.4,164.99,3.72,0.0,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0
Stories Ain El Mreisseh,REPLACE SKIMMED MILK MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,6294.0,0.0,0.0,0.0,1,0.0,,277.4,164.99,22.69,0.0,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0
Stories Ain El Mreisseh,REPLACE SKIMMED MILK SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4018.0,0.0,0.0,0.0,1,0.0,,277.4,164.99,14.48,0.0,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0
Stories Ain El Mreisseh,AMERICANO COMBO,BEVERAGES,POP UP BEVERAGE,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,ALMOND APPLE CAKE,FOOD,HEALTHY SECTION,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,ALMOND CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,CACAO TRUFFLE CHOCO BALL,FOOD,HEALTHY SECTION,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,CARROT CAKE HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,CHEESE CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
Stories Ain El Mreisseh,CHOCO CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,0.0,0.0,0.0,0.0,1,,,277.4,164.99,0.0,,unclassified,Insufficient sales signal: review tracking and data quality.,0.0
