source_file,row_type,branch,division,group,description,qty,total_amount
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA LARGE,48.0,7653.15
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,ADD FULL FAT MILK,150.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,48.0,0.0
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,Total by Group: REPLACE,32766.0,1134980.79
rep_s_00191_SMRY-3.csv,division_total,Stories Ain El Mreisseh,COLD BAR SECTION,REPLACE,Total by Division: COLD BAR SECTION,233588.5,33007707.06
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,71906.0,2695662.4
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,2538.0,424966.97
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,871.0,145855.86
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,632.0,105798.8
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,671.0,112336.34
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,813.0,136088.59
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,1021.0,170894.89
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,594.0,80578.98
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,972.0,162771.77
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,2320.0,149499.46
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,Total by Group: SOFT DRINKS,82338.0,4184454.05
rep_s_00191_SMRY-3.csv,division_total,Stories Ain El Mreisseh,GRAB&GO BEVERAGES,SOFT DRINKS,Total by Division: GRAB&GO BEVERAGES,82338.0,4184454.05
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,1830.0,364405.41
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,1454.0,416132.43
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,1109.0,332907.51
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,1909.0,298710.21
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,2603.0,811351.65
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,1283.0,458762.76
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,812.0,288867.87
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,964.0,345753.76
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,92.0,17329.73
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,816.0,231183.79
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,VANILLA MUFFIN,0.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,1119.0,222763.96
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,802.0,190082.58
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,1327.0,314495.8
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,117.0,23250.45
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,Total by Group: COFFEE PASTRY,16237.0,4315997.91
rep_s_00191_SMRY-3.csv,division_total,Stories Ain El Mreisseh,COFFEE PASTRY,COFFEE PASTRY,Total by Division: COFFEE PASTRY,16237.0,4315997.91
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,CROISSANT,CROISSANT,CHEESE CROISSANT,3525.0,721224.03
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,CROISSANT,CROISSANT,THYME CROISSANT,1582.0,301772.97
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,CROISSANT,CROISSANT,PLAIN CROISSANT,605.0,112259.46
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,2052.0,420048.65
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,CROISSANT,CROISSANT,OLIVE CROISSANT,35.0,7020.42
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,CROISSANT,CROISSANT,ALMOND CROISSANT,170.0,34000.0
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,CROISSANT,CROISSANT,Total by Group: CROISSANT,7969.0,1596325.53
rep_s_00191_SMRY-3.csv,division_total,Stories Ain El Mreisseh,CROISSANT,CROISSANT,Total by Division: CROISSANT,7969.0,1596325.53
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,2220.0,703828.83
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,682.0,209957.96
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,COOKIES,COOKIES,GINGERBREAD COOKIES,8.0,2402.4
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,COOKIES,COOKIES,Total by Group: COOKIES,2910.0,916189.19
rep_s_00191_SMRY-3.csv,division_total,Stories Ain El Mreisseh,COOKIES,COOKIES,Total by Division: COOKIES,2910.0,916189.19
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,1206.0,416864.86
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,1493.0,373963.97
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,1502.0,376248.65
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,TARTE AU CHOCOLAT,173.0,40403.6
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,1009.0,248383.78
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CARAMEL,965.0,238205.41
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,MACARONS,8.0,2133.33
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,573.0,182940.24
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR COFFEE,109.0,29459.46
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,35.0,12612.61
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,Total by Group: FRENCH PASTRY,7073.0,1921215.92
rep_s_00191_SMRY-3.csv,division_total,Stories Ain El Mreisseh,FRENCH PASTRY,FRENCH PASTRY,Total by Division: FRENCH PASTRY,7073.0,1921215.92
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,8386.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,7930.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,7297.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,9820.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,9574.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,8616.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,10352.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,9367.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,4552.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,4858.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,733.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,38189.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,16463.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,27564.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,943.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,29216.0,0.0
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,FROZEN YOGHURT,COMBO TOPPINGS,Total by Group: COMBO TOPPINGS,193860.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,GRANOLLA,132.0,8469.67
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,74.0,4728.53
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,915.0,56705.71
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,BROWNIES,95.0,5950.15
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,565.0,36008.41
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,OREO,632.0,39821.02
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,SPRINKLES,110.0,6983.18
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,OATS,9.0,573.57
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,1494.0,102935.14
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,143.0,9189.79
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,147.0,9489.49
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,900.0,62308.11
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,402.0,25721.32
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,MANGO,471.0,32508.11
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,HONEY,805.0,55699.1
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,908.0,62754.96
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,FROZEN YOGHURT,TOPPINGS,Total by Group: TOPPINGS,7802.0,519846.25
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,3552.0,358208.11
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,627.0,63059.46
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,3111.0,313981.98
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER,232.0,23200.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,3025.0,304404.5
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,QUELLA PISTACCIO,24.0,2414.71
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE RED BERRIES,75.0,7504.2
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE PISTACHIO,59.0,5902.1
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,ARABESCHI COCCO SNAK,48.0,4800.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBLE LEMON,2.0,202.1
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,NUTELLA,409.0,36846.85
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,FROZEN YOGHURT,LUXURY TOPPINGS,Total by Group: LUXURY TOPPINGS,11164.0,1120524.02
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,280.8,83105.26
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,53.5,17715.92
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,9.5,4343.24
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,9939.95,3344346.04
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,2845.7,1116143.52
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,290.9,150732.73
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,170.8,50758.33
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT MEDIUM,55.0,18113.21
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,21.5,9773.87
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,5579.6,1867615.62
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,1566.7,612597.09
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,129.25,66760.89
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT SMALL,4.0,1083.33
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO SMALL,91.0,27462.16
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO MEDIUM,23.5,8650.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO X-LARGE,1.5,750.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT SMALL,245.0,72325.53
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,11000.85,3681352.83
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,60.0,19740.24
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,3918.35,1537656.19
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,13.5,6121.17
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,331.1,172685.74
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,12.0,4716.67
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,604.6,250490.9
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT MEDIUM,5.0,2183.78
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,202.4,99916.67
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,18.0,11316.67
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,60.5,17905.86
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,13.5,4390.99
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT X-LARGE,4.5,2067.57
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,2482.7,800905.14
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,807.4,316383.57
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,68.0,35524.32
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,105.0,31232.43
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,4047.9,1369510.81
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,1285.5,507027.42
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,21.0,6909.46
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT X-LARGE,4.5,2100.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,130.75,68428.6
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,480.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,466.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP OREO,38.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,440.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,282.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,515.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,134.0,39872.52
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,7494.7,2533704.96
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,35.5,11729.43
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,2584.25,1016559.43
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,3.5,1567.12
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,238.6,124274.5
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP BLUEBERRY,507.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP PISTACHIO,139.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO MEDIUM,137.1,53522.52
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO SMALL,386.0,130756.76
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO X-LARGE,17.9,9138.14
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT MEDIUM,3.0,990.99
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT SMALL,21.5,5405.41
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP LOTUS SPREAD,99.0,0.0
rep_s_00191_SMRY-3.csv,group_total,Stories Ain El Mreisseh,FROZEN YOGHURT,FROZEN YOGHURT,Total by Group: FROZEN YOGHURT,60527.2999999999,20328365.53
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT SMALL,13.5,3750.0
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT MEDIUM,3.5,1166.67
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO SMALL,29.0,9316.67
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO MEDIUM,24.0,9583.33
rep_s_00191_SMRY-3.csv,item,Stories Ain El Mreisseh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO X-LARGE,1.5,800.0
